id,carat,cut,color,clarity,depth,table,price
9091,0.34,2,3,7,64.0,57.0,893
9092,0.7,5,2,5,62.1,57.0,2398
9093,0.3,4,7,3,59.7,59.0,709
9094,0.38,5,7,7,60.7,57.0,1270
9095,0.32,5,3,7,62.0,55.0,708
9096,0.31,3,5,5,60.9,56.0,675
9097,0.41,5,5,5,62.7,55.0,1076
9098,0.33,5,6,5,60.0,57.0,802
9099,1.08,5,5,5,62.1,53.0,8321
9100,1.02,4,4,3,61.4,55.0,4273
9101,0.91,3,6,2,60.0,60.0,3438
9102,1.59,5,1,3,62.4,55.0,8325
9103,1.16,5,2,2,62.4,55.0,3800
9104,0.73,5,4,5,61.6,57.0,3033
9105,1.01,5,4,4,62.1,57.0,6734
9106,0.3,5,3,3,62.2,57.0,450
9107,0.32,4,4,5,62.1,58.0,645
9108,2.02,3,4,2,63.1,57.0,12094
9109,0.3,5,3,4,62.3,57.0,491
9110,0.32,4,2,5,62.0,58.0,648
9111,1.24,3,1,2,60.4,61.0,4737
9112,0.4,5,1,3,61.6,56.0,612
9113,1.0,2,4,4,59.1,62.0,6369
9114,0.3,5,6,7,62.0,57.0,844
9115,0.3,3,7,3,63.4,55.0,662
9116,0.83,5,4,7,61.9,56.0,4963
9117,0.25,3,5,6,62.4,55.0,633
9118,0.41,5,6,5,62.0,54.0,1079
9119,0.31,5,4,7,60.7,57.0,816
9120,0.3,4,1,3,62.7,59.0,450
9121,2.07,4,1,4,61.5,59.0,13675
9122,1.01,5,5,5,60.8,57.0,7412
9123,0.5,5,7,4,61.7,56.0,1844
9124,0.31,5,6,4,62.4,53.0,642
9125,0.51,5,5,5,60.2,56.0,1765
9126,2.01,4,2,3,58.9,59.0,13755
9127,1.08,4,5,2,62.6,56.0,4488
9128,1.51,5,1,4,61.5,56.0,8203
9129,1.15,3,2,3,62.5,60.0,4851
9130,0.7,3,4,7,63.3,57.0,3037
9131,1.01,5,4,5,62.1,54.0,7262
9132,1.17,5,3,2,62.4,53.0,5423
9133,1.2,4,5,5,62.3,58.0,8580
9134,0.31,5,3,6,62.6,56.0,802
9135,0.42,4,3,3,62.0,59.0,898
9136,0.54,5,2,7,62.7,57.0,1681
9137,0.9,2,5,3,63.3,60.0,3950
9138,0.41,5,5,2,61.1,57.0,703
9139,0.35,5,6,7,61.3,56.0,916
9140,0.85,3,6,4,60.2,60.0,3871
9141,0.9,3,3,5,62.1,59.0,4309
9142,1.01,3,6,4,59.3,59.0,5760
9143,0.41,5,2,6,62.4,57.0,843
9144,1.51,3,5,5,59.6,63.0,14673
9145,0.55,5,7,4,61.6,57.0,1673
9146,0.91,1,7,4,65.1,63.0,4439
9147,1.53,3,1,4,62.9,59.0,7418
9148,0.31,5,7,4,61.2,55.0,734
9149,0.7,5,4,2,62.6,56.0,2268
9150,0.26,5,4,5,61.4,56.0,456
9151,0.57,3,4,4,63.0,58.0,1617
9152,0.33,5,5,6,60.9,57.0,761
9153,0.71,3,4,3,62.8,55.0,2604
9154,2.01,2,1,5,63.7,59.0,11526
9155,0.59,2,5,3,59.5,62.0,1318
9156,1.53,4,3,6,60.4,60.0,11982
9157,1.03,5,4,3,61.7,56.0,5241
9158,0.71,5,5,4,62.2,56.0,2915
9159,1.56,4,6,4,61.5,58.0,12156
9160,1.23,4,1,5,60.1,60.0,5209
9161,1.33,5,1,5,62.5,58.0,6449
9162,1.22,3,3,2,62.9,59.0,5233
9163,2.1,2,3,3,63.7,61.0,12121
9164,0.4,4,4,6,61.3,59.0,917
9165,1.2,1,1,3,65.2,58.0,4838
9166,0.3,4,5,4,61.5,60.0,776
9167,0.32,5,6,8,61.9,56.0,1170
9168,1.01,4,3,5,61.1,58.0,5416
9169,0.41,5,4,2,62.1,53.6,659
9170,1.12,5,4,5,62.2,56.0,7827
9171,0.31,2,2,3,63.3,53.0,408
9172,0.52,3,5,6,62.9,57.0,2035
9173,0.7,2,6,2,56.9,61.0,1793
9174,0.53,2,5,3,63.8,58.0,1268
9175,0.7,5,5,3,61.4,57.0,2573
9176,1.55,5,4,4,61.6,56.0,14106
9177,0.71,5,6,5,62.3,56.0,3346
9178,0.3,3,4,3,62.5,56.0,432
9179,0.57,5,6,4,61.8,55.0,1949
9180,1.15,3,3,3,62.4,57.0,5270
9181,1.1,4,2,3,62.7,57.0,4805
9182,1.0,4,7,6,58.3,61.0,9274
9183,0.9,4,6,3,60.3,60.0,3917
9184,1.51,3,1,2,63.2,58.0,6171
9185,1.2,4,1,3,60.0,61.0,4717
9186,0.39,5,5,5,60.9,56.0,894
9187,0.35,4,2,5,61.8,58.0,709
9188,2.02,3,3,3,61.1,58.0,18236
9189,1.1,5,1,3,62.2,55.0,4275
9190,0.3,4,4,5,60.8,61.0,725
9191,1.5,2,7,3,63.4,63.0,9718
9192,0.57,5,5,5,61.7,55.0,2039
9193,1.06,5,7,3,62.6,56.0,6426
9194,0.54,4,7,6,59.1,60.0,2323
9195,1.01,4,4,4,58.1,59.0,5538
9196,1.01,3,5,3,62.9,57.0,6075
9197,0.9,2,4,1,63.6,61.0,2226
9198,1.21,4,7,5,62.6,56.0,10706
9199,0.59,5,6,3,62.4,55.0,1789
9200,1.0,1,3,5,64.1,60.0,4732
9201,0.3,4,2,5,60.8,59.0,608
9202,0.38,4,4,5,61.9,56.0,1069
9203,0.71,5,5,4,61.2,56.0,2891
9204,0.51,4,3,2,60.0,62.0,964
9205,0.55,2,6,3,63.1,58.0,1406
9206,0.41,2,5,3,63.5,56.0,705
9207,1.59,5,5,5,62.9,57.0,17366
9208,1.22,3,1,3,58.8,61.0,4969
9209,0.33,4,3,4,61.3,60.0,521
9210,0.7,5,2,7,61.4,55.0,2489
9211,0.31,5,6,4,61.5,56.0,642
9212,0.77,5,1,4,62.5,57.0,2257
9213,0.54,5,7,4,62.6,57.0,1993
9214,1.11,3,2,2,62.6,55.0,4168
9215,0.51,5,4,5,61.7,55.0,1656
9216,0.38,5,5,4,62.0,56.0,1026
9217,0.43,3,6,4,62.2,58.0,869
9218,1.32,3,1,2,61.7,60.0,5513
9219,0.48,3,7,6,59.5,57.0,2329
9220,0.3,5,5,3,62.3,55.0,475
9221,0.32,5,4,5,62.1,55.0,828
9222,0.59,5,7,4,60.9,57.0,2352
9223,0.4,5,6,4,60.9,56.0,904
9224,0.97,3,5,2,59.9,59.0,4063
9225,0.33,5,6,4,61.6,55.0,873
9226,0.6,4,3,3,58.9,61.0,1341
9227,1.04,5,4,5,61.7,56.0,7951
9228,1.19,5,4,7,61.6,59.0,10508
9229,1.0,4,3,4,59.7,58.0,4861
9230,1.01,2,6,2,58.5,61.0,4807
9231,0.32,5,4,4,62.0,57.0,720
9232,0.7,2,6,5,61.3,62.0,3277
9233,0.23,3,5,6,63.3,57.0,505
9234,1.52,5,6,4,62.4,55.0,15488
9235,0.53,5,5,7,61.6,56.0,2922
9236,2.51,3,6,2,63.1,56.0,16717
9237,0.44,5,4,3,62.7,57.0,990
9238,0.3,5,5,7,61.7,56.0,857
9239,1.29,4,2,3,62.1,58.0,6140
9240,1.01,3,5,5,63.7,56.0,7001
9241,1.3,4,1,3,61.9,56.0,5569
9242,1.0,1,4,2,64.6,67.0,3142
9243,0.74,4,6,5,61.2,58.0,3312
9244,0.41,2,4,2,63.7,55.0,570
9245,0.34,5,5,3,59.4,57.0,491
9246,0.31,3,5,3,60.6,60.0,516
9247,0.3,5,6,8,61.1,57.0,957
9248,1.62,4,5,4,61.1,60.0,14961
9249,0.31,2,7,3,63.9,54.0,571
9250,0.3,4,5,4,62.5,58.0,605
9251,0.3,5,6,4,61.6,56.0,658
9252,0.72,5,7,4,61.8,57.0,3099
9253,0.33,4,2,8,62.0,58.0,891
9254,0.43,4,4,7,62.0,59.0,1264
9255,0.93,3,7,3,60.8,60.0,3880
9256,1.57,4,2,2,60.9,58.0,7484
9257,0.68,4,3,3,59.5,59.0,1666
9258,0.41,5,6,3,62.5,57.0,969
9259,0.9,5,3,5,62.0,54.0,5013
9260,1.1,4,3,2,62.2,58.0,4537
9261,0.3,5,4,8,62.1,55.0,956
9262,2.54,3,3,2,63.5,56.0,16353
9263,1.22,4,4,2,61.6,62.0,5226
9264,0.33,4,4,4,62.0,58.0,743
9265,0.34,5,4,8,61.9,54.0,974
9266,0.7,3,3,5,62.8,58.0,2389
9267,0.3,5,5,6,61.7,56.0,694
9268,1.01,2,3,3,64.0,58.0,4191
9269,0.41,2,1,5,63.7,56.0,830
9270,0.33,4,4,5,61.9,59.0,666
9271,0.4,2,7,4,63.5,56.0,786
9272,0.8,5,6,3,62.0,57.0,3297
9273,1.02,5,3,2,61.6,55.0,2856
9274,0.75,1,5,5,55.8,70.0,2859
9275,0.38,4,4,3,60.0,60.0,855
9276,1.1,5,4,4,62.5,54.0,7074
9277,1.23,5,4,7,61.4,55.0,11417
9278,0.4,5,3,7,62.3,54.0,1017
9279,0.9,3,4,4,61.0,60.0,4210
9280,0.61,4,6,4,61.2,62.0,1704
9281,0.33,2,6,3,63.3,56.0,579
9282,2.14,4,4,2,60.7,59.0,13540
9283,0.78,5,7,2,61.3,56.0,2722
9284,0.37,3,5,4,59.2,61.0,696
9285,0.9,4,6,4,62.9,58.0,4334
9286,1.13,5,2,5,61.6,54.0,5813
9287,0.5,3,7,4,60.8,56.0,1758
9288,0.33,3,4,4,62.0,58.0,579
9289,1.5,3,5,6,63.8,59.0,16116
9290,1.06,3,4,5,60.5,56.0,6707
9291,0.38,5,5,6,60.9,58.0,954
9292,0.31,4,4,5,62.1,58.0,542
9293,1.51,3,6,4,62.7,59.0,12779
9294,1.5,4,1,6,61.8,60.0,8603
9295,0.7,2,7,3,58.0,60.0,2525
9296,0.31,5,2,3,62.2,54.0,436
9297,0.41,4,3,3,60.9,60.0,876
9298,0.4,5,5,3,59.8,57.0,916
9299,0.71,2,6,3,61.5,61.0,2573
9300,0.33,3,5,4,61.9,57.0,666
9301,0.9,3,7,3,63.3,57.0,4304
9302,0.3,3,7,4,62.9,61.0,710
9303,1.02,3,3,4,60.2,62.0,5335
9304,2.01,2,3,2,62.2,57.0,14956
9305,0.62,4,4,5,62.9,58.0,1770
9306,0.32,3,6,3,60.4,61.0,524
9307,0.9,1,3,4,65.6,55.0,3375
9308,1.2,2,3,2,64.1,57.0,4704
9309,0.56,3,6,6,60.5,57.0,2442
9310,0.87,5,3,4,62.3,57.0,3372
9311,0.92,5,5,2,62.0,54.0,4065
9312,1.3,4,3,2,60.7,59.0,4368
9313,1.2,2,2,5,57.8,61.0,5570
9314,1.01,4,3,2,61.6,59.0,4166
9315,0.32,4,5,4,61.7,58.0,828
9316,1.04,5,5,3,61.3,56.0,5882
9317,0.46,3,6,3,61.4,62.0,1042
9318,0.53,3,5,3,61.5,59.0,1320
9319,0.59,5,7,5,60.9,56.0,2175
9320,1.13,3,3,2,62.5,62.0,4537
9321,0.3,4,3,5,60.4,61.0,675
9322,0.23,3,6,6,63.0,58.0,498
9323,1.5,4,5,3,62.2,58.0,11613
9324,1.12,2,1,3,63.7,61.0,3880
9325,1.25,4,4,5,60.0,61.0,8736
9326,0.7,2,2,3,63.8,57.0,2034
9327,0.33,5,4,7,62.4,56.0,820
9328,0.25,3,7,6,59.5,56.0,696
9329,1.01,3,7,4,59.8,60.0,7487
9330,0.4,4,4,6,62.7,59.0,1050
9331,0.31,5,7,4,62.9,55.0,942
9332,0.5,5,6,3,60.1,57.0,1410
9333,0.71,3,2,4,59.5,57.0,2111
9334,0.31,5,4,6,61.8,56.0,907
9335,1.05,2,7,3,63.7,59.0,6174
9336,0.84,3,7,3,59.2,59.0,3809
9337,1.01,4,5,2,58.8,62.0,4197
9338,1.03,3,4,1,62.4,57.0,3060
9339,1.0,4,3,3,59.0,60.0,4389
9340,0.41,4,3,6,59.8,60.0,999
9341,0.75,2,6,2,59.7,62.0,2497
9342,1.11,5,6,7,61.3,54.0,12725
9343,1.2,4,1,2,61.8,56.0,4177
9344,0.53,5,6,6,62.0,58.0,2230
9345,1.7,5,3,5,62.4,55.0,13823
9346,1.21,3,2,3,60.6,56.0,5457
9347,0.9,5,4,5,61.8,56.0,4931
9348,0.71,3,7,3,62.4,54.0,2887
9349,0.6,5,7,6,61.9,55.0,3382
9350,0.42,3,6,6,62.1,56.0,1167
9351,0.31,2,6,7,59.0,59.0,826
9352,0.33,4,2,4,62.0,60.0,594
9353,0.52,4,7,4,62.8,58.0,1842
9354,0.81,5,6,2,61.4,57.0,2673
9355,1.01,2,6,2,63.7,55.0,4118
9356,0.55,5,4,2,62.1,56.0,1173
9357,0.9,3,7,3,61.2,60.0,4381
9358,1.5,5,3,5,62.3,54.7,11296
9359,0.32,5,7,5,61.2,55.0,977
9360,2.0,2,7,4,63.7,60.0,17760
9361,1.15,5,4,2,62.3,56.0,4838
9362,0.36,5,6,6,61.0,55.0,1131
9363,0.5,3,5,4,61.5,61.0,1436
9364,0.7,3,6,3,63.9,57.0,3173
9365,0.41,4,7,2,62.3,58.0,683
9366,0.31,5,5,4,62.0,56.0,625
9367,0.31,2,4,5,63.2,57.0,625
9368,0.3,4,7,3,62.5,59.0,520
9369,1.54,1,5,2,64.4,60.0,7848
9370,1.21,4,6,3,63.0,57.0,6261
9371,0.9,2,7,4,57.7,61.0,4717
9372,0.91,4,6,4,61.1,58.0,5055
9373,1.02,3,5,3,62.5,57.0,4948
9374,0.36,5,3,7,61.5,56.0,794
9375,0.36,5,6,6,61.9,55.0,998
9376,1.22,5,2,3,61.7,57.0,5602
9377,0.37,3,4,6,59.1,60.0,844
9378,1.01,3,3,3,58.5,56.0,4619
9379,1.52,5,5,4,62.8,55.0,14038
9380,0.41,5,5,3,61.6,57.0,904
9381,0.53,5,2,5,61.6,57.0,1383
9382,1.63,4,2,5,60.9,58.0,8900
9383,0.52,3,4,2,63.1,56.0,1151
9384,0.87,5,3,2,63.0,57.0,2307
9385,0.8,5,5,2,59.9,59.0,2762
9386,0.5,3,4,6,60.0,56.0,2260
9387,1.44,4,1,2,58.2,58.0,4064
9388,0.71,3,4,2,63.4,56.0,2086
9389,0.53,5,5,4,61.5,55.0,1631
9390,1.08,5,4,3,61.8,56.0,5256
9391,0.9,4,2,4,63.0,58.0,2761
9392,0.37,4,5,4,61.9,59.0,957
9393,0.32,5,2,5,60.9,57.0,523
9394,1.02,2,5,5,63.7,57.0,7197
9395,0.51,5,6,4,60.9,56.0,1781
9396,0.57,5,4,5,61.2,55.0,1942
9397,0.31,5,7,4,60.8,56.0,692
9398,0.7,4,4,5,59.3,62.0,2496
9399,1.24,5,1,5,61.6,57.0,5866
9400,0.61,5,7,6,62.2,54.0,3397
9401,0.71,5,7,2,62.3,56.0,2416
9402,1.02,5,4,3,62.2,57.0,4988
9403,1.41,4,2,2,62.9,59.0,6751
9404,2.01,5,3,3,61.5,55.0,14837
9405,0.26,3,3,5,62.0,56.0,399
9406,0.34,4,3,5,61.6,59.0,765
9407,1.0,5,4,3,61.9,56.0,4997
9408,0.73,5,4,6,62.2,55.0,3183
9409,0.31,4,4,7,62.2,59.0,1046
9410,0.33,4,6,3,60.2,58.0,743
9411,0.36,5,4,3,62.7,55.0,537
9412,0.57,3,5,5,63.2,56.0,1741
9413,0.5,1,3,4,65.1,59.0,1175
9414,1.24,2,4,4,61.3,57.0,8672
9415,0.52,5,6,3,62.4,58.0,1656
9416,2.01,3,2,2,60.9,60.0,13488
9417,1.09,2,5,2,63.2,58.0,4766
9418,0.4,2,7,3,63.6,57.0,720
9419,1.0,4,4,3,60.2,59.0,4427
9420,1.02,2,4,4,63.2,57.0,6058
9421,0.73,4,5,5,62.7,56.0,2961
9422,1.25,5,4,3,60.4,57.0,6608
9423,0.9,4,2,4,62.4,60.0,3431
9424,1.0,4,4,5,61.2,58.0,6462
9425,0.31,5,2,7,61.2,55.6,536
9426,0.53,5,6,4,61.9,56.0,1721
9427,1.92,3,6,2,62.5,59.0,15364
9428,0.81,3,1,4,60.4,59.0,2283
9429,0.31,2,6,7,60.9,61.0,725
9430,0.43,5,7,7,62.3,56.0,1584
9431,1.51,3,5,3,63.0,61.0,11560
9432,1.0,4,4,4,60.0,59.0,5967
9433,0.71,5,5,5,61.1,56.0,3701
9434,1.25,4,3,4,60.4,59.0,7246
9435,0.74,3,4,2,63.3,57.0,2398
9436,0.77,3,2,4,63.4,58.0,2262
9437,1.01,2,7,4,61.6,61.0,6429
9438,0.52,5,6,3,62.3,56.0,1389
9439,0.7,3,6,3,61.2,57.0,2753
9440,0.9,3,4,6,61.4,60.0,5640
9441,0.39,3,6,4,60.4,56.0,921
9442,0.35,5,7,3,62.3,57.0,827
9443,0.31,5,4,4,61.4,56.0,698
9444,0.72,2,6,3,63.7,58.0,2361
9445,1.01,3,4,3,59.6,61.0,4588
9446,0.6,5,6,3,61.5,56.0,1738
9447,2.2,5,3,2,62.6,55.0,14408
9448,0.34,5,4,8,61.5,55.0,974
9449,0.5,4,4,3,62.2,60.0,1286
9450,0.8,4,4,8,62.6,58.0,4268
9451,0.52,5,6,4,62.3,53.0,1549
9452,0.53,5,5,5,61.7,55.0,2046
9453,0.51,3,4,4,62.9,58.0,1438
9454,0.53,5,7,2,61.4,56.0,1412
9455,0.56,4,4,5,61.0,60.0,1999
9456,0.41,3,6,4,63.3,56.0,910
9457,1.13,5,7,6,61.7,57.0,12150
9458,0.23,3,6,7,60.8,56.0,499
9459,0.7,4,3,5,60.5,58.0,2364
9460,0.72,3,1,3,57.6,63.0,2123
9461,1.5,2,4,2,57.5,63.0,6006
9462,0.7,3,4,2,61.7,60.0,2141
9463,0.34,4,2,3,62.7,58.0,447
9464,0.51,5,6,5,61.5,56.0,1851
9465,0.52,5,4,5,61.8,55.0,1815
9466,1.55,4,4,3,60.1,58.0,10980
9467,1.13,5,6,4,61.7,57.0,9796
9468,1.28,5,4,7,62.1,56.0,11248
9469,0.31,3,6,6,60.5,56.0,707
9470,1.5,4,3,2,61.2,61.0,6979
9471,1.52,2,5,5,63.4,60.0,16519
9472,0.5,4,4,5,60.7,60.0,1624
9473,1.91,4,2,3,59.6,60.0,13092
9474,2.04,5,5,2,62.3,57.0,16261
9475,0.8,3,4,3,62.1,56.0,3071
9476,0.39,5,7,5,61.9,57.0,1170
9477,2.4,2,2,3,56.9,62.0,18541
9478,0.3,5,7,3,61.9,54.0,709
9479,0.41,5,3,8,61.8,55.0,1243
9480,0.4,5,6,4,61.1,56.0,975
9481,2.02,1,1,2,67.5,59.0,9095
9482,1.31,2,3,3,57.9,62.0,6857
9483,1.11,5,2,4,61.7,55.0,5506
9484,0.29,4,6,3,58.4,60.0,548
9485,0.3,5,6,6,61.7,55.0,1013
9486,0.8,3,5,3,63.4,57.0,2851
9487,1.5,3,2,2,63.4,58.0,7211
9488,1.0,5,6,3,61.7,55.0,5938
9489,1.21,3,5,3,59.4,56.0,6708
9490,0.35,4,3,7,61.2,60.0,1024
9491,0.43,3,7,3,61.0,57.0,774
9492,0.34,5,7,5,60.7,57.0,961
9493,0.9,5,4,5,61.4,57.0,4479
9494,1.06,4,5,2,62.4,58.0,4452
9495,0.4,4,3,5,62.7,56.0,1035
9496,0.3,5,6,6,62.3,54.1,779
9497,1.0,4,3,4,61.3,61.0,5096
9498,0.32,5,7,6,62.1,54.0,858
9499,1.14,5,4,3,62.2,56.0,5650
9500,0.31,4,6,4,62.7,58.0,872
9501,1.02,2,4,4,63.8,59.0,6080
9502,0.78,3,5,4,62.2,58.0,3429
9503,0.25,4,6,7,60.7,60.0,740
9504,0.52,5,4,2,59.7,56.0,1042
9505,0.3,3,6,4,62.9,58.0,544
9506,0.4,5,2,3,61.6,56.0,765
9507,1.2,5,1,3,63.0,57.0,4234
9508,0.5,2,5,2,62.0,54.7,1214
9509,0.72,5,2,7,61.3,57.0,2678
9510,0.32,5,5,4,62.8,57.0,828
9511,2.01,4,2,2,62.0,56.0,12338
9512,0.53,3,6,5,61.9,59.0,1830
9513,0.92,4,5,3,62.0,60.0,3910
9514,0.72,5,3,2,61.3,55.0,2410
9515,0.35,5,4,4,61.6,54.0,563
9516,1.7,2,7,4,63.6,56.0,17485
9517,1.11,5,4,5,61.5,58.0,7639
9518,1.51,3,6,4,62.4,58.0,13623
9519,0.33,5,3,7,62.5,56.0,901
9520,1.1,5,1,4,62.4,55.0,4537
9521,1.0,4,6,2,62.2,59.0,4390
9522,0.31,4,5,8,61.6,58.0,1122
9523,1.11,5,4,4,62.0,56.0,7608
9524,1.7,1,7,1,64.7,56.0,5617
9525,0.72,5,3,7,61.8,55.0,3180
9526,0.71,4,2,3,60.2,58.0,2173
9527,0.83,5,5,5,61.2,54.0,4617
9528,0.7,3,5,4,61.0,59.0,2362
9529,0.74,3,1,8,60.3,58.0,2277
9530,1.06,3,5,2,60.0,59.0,4224
9531,0.6,3,4,6,62.2,56.0,2130
9532,0.91,4,3,4,61.9,59.0,4201
9533,1.07,5,4,7,61.4,55.0,9703
9534,0.41,5,5,6,62.6,55.0,1192
9535,0.28,5,3,5,62.0,55.0,497
9536,1.01,2,6,4,62.5,58.0,6221
9537,1.51,4,6,3,62.8,59.0,11565
9538,0.31,4,6,3,59.2,60.0,698
9539,0.63,5,7,8,62.5,55.0,6549
9540,0.74,3,5,2,59.6,60.0,2298
9541,0.52,5,4,5,62.4,56.0,1689
9542,1.2,4,4,5,58.4,61.0,8177
9543,0.25,4,6,5,60.7,59.0,435
9544,1.01,5,4,3,62.9,57.0,4004
9545,0.42,3,7,3,60.2,57.0,756
9546,0.76,1,3,6,64.8,57.0,2699
9547,0.51,3,6,3,60.8,57.0,1363
9548,1.01,4,4,4,59.2,59.0,6108
9549,1.23,3,4,7,61.3,57.0,10435
9550,0.71,4,6,4,59.9,58.0,2711
9551,1.29,4,5,5,59.3,60.0,10437
9552,1.01,4,7,5,62.1,58.0,7575
9553,0.35,2,3,4,63.7,57.0,709
9554,0.34,2,5,3,61.9,56.0,581
9555,1.5,4,1,3,62.1,57.0,5536
9556,0.26,5,5,4,62.1,57.0,453
9557,2.03,3,6,2,63.1,56.0,14646
9558,1.62,4,5,3,63.0,58.0,13298
9559,0.41,4,5,2,59.0,58.0,604
9560,1.33,3,3,2,60.8,59.0,6071
9561,1.19,4,2,2,62.6,58.0,4660
9562,1.52,5,4,3,60.3,57.0,11105
9563,0.3,3,4,5,63.3,56.0,776
9564,1.5,3,2,6,63.3,58.0,10090
9565,0.48,5,4,6,62.0,57.0,1574
9566,0.58,5,6,5,61.8,57.0,2046
9567,0.31,5,4,3,62.8,55.0,593
9568,0.37,4,7,3,62.7,58.0,681
9569,1.06,5,2,5,61.8,56.0,6060
9570,1.5,4,5,5,59.6,60.0,15478
9571,1.27,4,5,7,62.5,56.0,13320
9572,0.23,3,7,6,61.3,59.0,530
9573,0.3,5,5,5,62.6,57.0,570
9574,0.9,3,7,3,62.5,59.0,4466
9575,1.0,1,4,3,64.7,60.0,4312
9576,1.1,4,5,1,59.8,61.0,3745
9577,0.46,5,4,6,62.4,54.4,1306
9578,1.0,4,3,3,62.9,60.0,3915
9579,1.18,3,2,5,62.2,57.0,5451
9580,0.31,5,4,4,61.4,57.0,698
9581,0.91,4,7,2,61.1,60.0,4051
9582,0.23,5,3,5,61.2,55.0,423
9583,0.41,5,6,7,60.7,57.0,1367
9584,0.8,5,2,4,62.1,54.4,2830
9585,1.21,4,2,2,60.7,60.0,4879
9586,1.0,3,6,4,61.9,57.0,6732
9587,0.51,2,6,7,58.6,65.0,2020
9588,0.73,3,6,2,63.2,60.0,2335
9589,1.7,3,1,3,61.9,59.0,8870
9590,0.58,5,5,5,60.4,57.0,2245
9591,0.31,4,6,4,60.8,58.0,872
9592,1.52,4,5,4,60.9,61.0,13919
9593,0.72,5,6,3,61.2,56.0,2666
9594,0.36,5,5,3,61.6,56.0,560
9595,0.35,5,3,3,62.3,57.0,491
9596,0.79,3,6,3,63.3,56.3,3138
9597,0.92,4,3,3,62.0,60.0,3618
9598,0.53,3,5,2,62.5,57.0,1132
9599,0.53,5,6,3,62.0,55.0,1607
9600,1.5,4,3,2,62.3,59.0,7291
9601,1.8,3,1,3,61.4,55.0,10107
9602,1.0,4,5,3,62.3,59.0,5197
9603,1.13,5,6,4,61.4,58.0,8430
9604,0.38,5,6,5,61.8,54.7,924
9605,0.52,3,5,7,62.0,57.0,2314
9606,0.33,4,4,5,60.3,58.0,797
9607,0.71,3,3,3,62.4,58.0,2076
9608,1.05,5,3,2,61.9,56.0,4586
9609,1.0,3,2,3,63.3,54.0,3640
9610,0.41,5,5,6,62.9,54.0,1192
9611,1.52,5,2,2,60.2,57.0,7661
9612,0.9,3,5,3,62.6,60.0,3950
9613,0.32,4,5,4,59.5,60.0,602
9614,1.71,4,2,3,60.2,58.0,11104
9615,1.03,3,4,4,62.2,57.0,6786
9616,0.33,4,6,7,59.7,58.0,1052
9617,0.3,5,3,7,61.9,58.0,665
9618,0.33,5,4,6,61.7,55.0,730
9619,0.33,5,6,4,61.0,57.0,723
9620,0.32,5,4,7,60.2,56.0,842
9621,0.5,1,5,5,62.9,68.0,1348
9622,0.91,2,3,4,63.1,59.0,3921
9623,1.3,3,2,4,61.8,56.0,7087
9624,0.55,3,5,3,60.5,59.0,1370
9625,0.33,5,4,6,62.5,54.0,965
9626,2.01,3,5,3,63.4,58.0,13275
9627,0.34,5,6,7,61.8,57.0,1001
9628,1.01,5,6,3,60.8,56.0,6346
9629,0.52,3,4,5,63.3,55.0,1815
9630,1.0,2,5,8,63.2,63.0,9867
9631,1.28,5,4,2,61.5,57.0,6412
9632,1.16,5,2,3,61.7,56.0,4668
9633,1.16,5,7,4,61.8,55.0,10907
9634,0.42,4,5,5,60.9,59.0,1031
9635,1.0,5,5,2,62.7,57.0,4721
9636,0.43,5,5,4,61.1,57.0,1066
9637,0.28,4,6,6,58.7,60.0,780
9638,0.64,3,4,5,60.4,62.0,2060
9639,0.4,2,2,8,62.3,62.0,945
9640,1.53,3,3,2,61.4,60.0,7991
9641,0.54,5,7,5,62.1,57.0,2004
9642,0.51,3,6,2,60.3,56.0,1098
9643,0.51,5,7,3,60.6,57.0,1403
9644,0.72,3,1,7,60.1,58.0,2208
9645,0.56,5,3,6,61.8,56.0,2118
9646,0.32,5,6,4,62.3,56.0,702
9647,0.71,5,3,6,61.7,57.0,3371
9648,0.84,3,5,3,63.8,57.0,2885
9649,3.01,4,1,2,59.7,58.0,18710
9650,0.54,3,5,5,61.8,59.0,1653
9651,1.51,2,1,3,64.1,61.0,6394
9652,0.5,4,5,3,61.7,57.0,1231
9653,1.59,4,7,2,59.4,61.0,7779
9654,0.59,3,6,5,61.6,61.0,1993
9655,0.41,3,7,3,63.2,58.0,947
9656,0.33,3,4,6,61.2,57.0,752
9657,1.02,5,4,5,62.2,56.0,6683
9658,0.36,3,4,6,61.9,58.0,821
9659,0.7,3,5,3,61.3,59.0,2401
9660,1.13,3,7,6,61.5,58.0,13111
9661,0.74,3,1,2,59.1,58.0,1923
9662,0.7,2,5,2,61.6,61.0,2109
9663,1.02,5,1,6,62.7,57.0,3451
9664,0.9,1,7,2,65.7,60.0,3205
9665,1.05,2,3,3,59.2,60.0,4845
9666,0.42,5,7,3,62.3,57.0,810
9667,0.75,4,7,2,60.3,61.0,2307
9668,1.12,5,4,1,60.3,57.0,3945
9669,0.92,3,4,2,62.4,60.0,3713
9670,0.6,4,6,5,61.0,61.0,1875
9671,0.53,5,3,4,61.7,54.0,1604
9672,1.03,5,7,2,61.8,54.0,5105
9673,0.96,4,7,2,60.0,60.0,3989
9674,0.58,1,4,5,64.7,60.0,1701
9675,0.33,4,4,4,59.3,61.0,743
9676,1.0,3,6,6,59.5,59.0,9139
9677,0.32,5,6,5,61.9,56.0,972
9678,0.4,3,6,4,62.0,57.0,912
9679,1.51,4,4,4,60.8,60.0,13157
